rank,artist,title,region,spotify_uri,dominant_emotion,emotion_admiration,emotion_amusement,emotion_anger,emotion_annoyance,emotion_approval,emotion_caring,emotion_confusion,emotion_curiosity,emotion_desire,emotion_disappointment,emotion_disapproval,emotion_disgust,emotion_embarrassment,emotion_excitement,emotion_fear,emotion_gratitude,emotion_grief,emotion_joy,emotion_love,emotion_nervousness,emotion_optimism,emotion_pride,emotion_realization,emotion_relief,emotion_remorse,emotion_sadness,emotion_surprise,emotion_neutral,dominant_emotion_emotive,neutral_score
122,Leehom Wang,愛錯,Taiwan,4vdX5mQE0oXkflFqsqQkUP,love,0.0061,0.0037,0.0346,0.0368,0.0309,0.0112,0.2124,0.1541,0.0183,0.2038,0.0472,0.0136,0.0217,0.0101,0.0349,0.0019,0.0106,0.0121,0.8761,0.0417,0.0105,0.0009,0.0736,0.0031,0.0563,0.3142,0.0526,0.018,love,0.018
123,BABYMONSTER,Really Like You,Taiwan,5xqM1HOndjxfH7NmyD8SVS,love,0.0255,0.0028,0.0072,0.0084,0.0816,0.0406,0.0036,0.0039,0.157,0.024,0.0107,0.0048,0.0025,0.0066,0.002,0.0053,0.0034,0.0471,0.9456,0.0035,0.0255,0.002,0.0125,0.0037,0.04,0.0708,0.0016,0.0128,love,0.0128
125,EggPlantEgg,浪子回頭,Taiwan,301mxTHzMyFOVUXl6U22sf,neutral,0.0033,0.001,0.0016,0.008,0.0335,0.0016,0.0024,0.002,0.0038,0.0055,0.0033,0.0026,0.0006,0.0015,0.0019,0.0003,0.0005,0.0007,0.0023,0.0005,0.0083,0.0003,0.0179,0.0004,0.0004,0.0035,0.001,0.9425,approval,0.9425
126,"高爾宣 OSN, Patrick Brasca",Hold On,Taiwan,580BvW3DyUNoYFgQgoD2GI,curiosity,0.0015,0.001,0.0053,0.0201,0.0205,0.0172,0.0346,0.3872,0.1122,0.0377,0.0216,0.0031,0.001,0.0028,0.0088,0.0002,0.0015,0.0011,0.0064,0.0039,0.0513,0.0002,0.0059,0.0005,0.0023,0.0293,0.0033,0.335,curiosity,0.335
130,"Kenshi Yonezu, Hikaru Utada",JANE DOE,Taiwan,4oE7MyJhqSD3BaHRpNs8Nl,neutral,0.0013,0.0213,0.0016,0.0087,0.0258,0.0058,0.0135,0.0476,0.0124,0.0061,0.0022,0.0013,0.0015,0.0411,0.0053,0.0002,0.0015,0.0939,0.0028,0.0096,0.0108,0.0007,0.0215,0.0046,0.0009,0.0118,0.008,0.5558,joy,0.5558
132,Stefanie Sun,雨天,Taiwan,5tZbcQ5PYID0xB0VNblmrK,neutral,0.0074,0.0014,0.0012,0.0067,0.1616,0.0278,0.0014,0.0009,0.0039,0.0149,0.0027,0.0014,0.0014,0.0044,0.0065,0.0004,0.003,0.0195,0.007,0.0107,0.0124,0.0025,0.0627,0.0129,0.0015,0.0495,0.001,0.6618,approval,0.6618
133,玖壹壹,下輩子,Taiwan,73Ijz3vN9KP1W5qrfNeWMI,sadness,0.0025,0.0016,0.0051,0.0187,0.0164,0.0181,0.0018,0.0022,0.006,0.0784,0.0049,0.0046,0.0019,0.0008,0.0045,0.0003,0.0085,0.0017,0.0058,0.0072,0.003,0.0004,0.0137,0.0013,0.0052,0.5343,0.0008,0.5027,sadness,0.5027
134,Amazing Show,捲菸,Taiwan,7ks6KrwN2DKhEm06X85qEK,neutral,0.0052,0.0008,0.0017,0.0059,0.064,0.0012,0.0095,0.0115,0.0013,0.0029,0.0043,0.0018,0.0005,0.0014,0.001,0.0003,0.0002,0.0005,0.0026,0.0003,0.0045,0.0002,0.0138,0.0002,0.0003,0.0014,0.0012,0.8973,approval,0.8973
135,TWICE,What is Love?,Taiwan,5Ek40FyMPprcvtyZDjqylX,curiosity,0.0391,0.0053,0.0043,0.0043,0.0436,0.012,0.0773,0.698,0.035,0.0043,0.0079,0.0028,0.0013,0.1765,0.0104,0.0029,0.0011,0.0222,0.5372,0.0066,0.0222,0.0005,0.0063,0.0012,0.0024,0.0058,0.0292,0.0205,curiosity,0.0205
137,Jay Chou,說好的幸福呢,Taiwan,4OoExItZJ0jePoCZDbHx4t,sadness,0.0044,0.0017,0.0069,0.0251,0.0187,0.0074,0.0029,0.0047,0.0047,0.1129,0.0085,0.0059,0.0022,0.0009,0.0032,0.0003,0.0135,0.0013,0.0048,0.0045,0.0024,0.0003,0.0182,0.001,0.0033,0.7504,0.0016,0.3136,sadness,0.3136
138,IVE,XOXZ,Taiwan,2c6xH9usslUoHnOzsRhpcP,neutral,0.004,0.0013,0.0027,0.0114,0.0803,0.0265,0.0029,0.0334,0.2628,0.0028,0.0029,0.0012,0.0002,0.0096,0.0013,0.0003,0.0004,0.0033,0.0078,0.0009,0.0202,0.0005,0.0032,0.0008,0.0005,0.0017,0.0007,0.4935,desire,0.4935
142,ALLDAY PROJECT,ONE MORE TIME,Taiwan,7FyKqLLICVzwBiAUtbVYUW,neutral,0.0057,0.0053,0.0021,0.0055,0.0565,0.004,0.0041,0.0144,0.0481,0.0022,0.0019,0.001,0.0004,0.0399,0.0008,0.0006,0.0003,0.0192,0.0421,0.0005,0.0084,0.0007,0.004,0.0008,0.0003,0.0012,0.0019,0.7254,approval,0.7254
143,"The Chainsmokers, Coldplay",Something Just Like This,Taiwan,6RUKPb4LETWmmr3iAEQktW,neutral,0.0009,0.0009,0.002,0.0187,0.0245,0.0019,0.0264,0.0509,0.0472,0.0142,0.0431,0.0011,0.0005,0.0026,0.0008,0.0002,0.0003,0.0016,0.0018,0.0007,0.0073,0.0002,0.0069,0.0004,0.0004,0.0027,0.0013,0.7118,curiosity,0.7118
144,Zhang Zhen Yue,愛我別走,Taiwan,2fc2vUA5H3mTAr9rQoBDKt,neutral,0.0026,0.0012,0.0024,0.0089,0.0324,0.0012,0.0029,0.0026,0.0012,0.0032,0.0038,0.0023,0.0006,0.0012,0.001,0.0003,0.0003,0.0007,0.0018,0.0003,0.0028,0.0002,0.0105,0.0002,0.0003,0.0019,0.0007,0.9499,approval,0.9499
145,Jay Chou,一路向北,Taiwan,7KoqEF76fGnDYdxTSHLxcm,neutral,0.0016,0.0027,0.003,0.0095,0.0184,0.0011,0.0023,0.0014,0.0012,0.0041,0.0047,0.0029,0.0009,0.0016,0.0015,0.0003,0.0004,0.0015,0.0017,0.0004,0.0017,0.0003,0.0087,0.0003,0.0003,0.0032,0.0008,0.9559,approval,0.9559
146,Bruno Mars,That's What I Like,Taiwan,0KKkJNfGyhkQ5aFogxQAPU,love,0.1773,0.002,0.0017,0.0035,0.2539,0.0088,0.0033,0.0144,0.0055,0.0017,0.003,0.0008,0.0003,0.0168,0.0006,0.0021,0.0003,0.0503,0.727,0.0004,0.0097,0.0016,0.0054,0.0014,0.0006,0.0012,0.0014,0.0504,love,0.0504
147,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, KEVIN WOO, samUIL Lee, KPop Demon Hunters Cast",Soda Pop,Taiwan,02sy7FAs8dkDNYsHp4Ul3f,desire,0.0161,0.0018,0.003,0.0125,0.1194,0.0119,0.001,0.0033,0.387,0.006,0.0033,0.0027,0.0005,0.0415,0.0008,0.0009,0.0006,0.0215,0.1167,0.001,0.0086,0.002,0.0064,0.0019,0.0007,0.0036,0.0011,0.2192,desire,0.2192
150,Khalil Fong,紅豆,Taiwan,5TkQbhQm9BXONk2agDo4w9,neutral,0.0022,0.0026,0.002,0.0123,0.0298,0.0007,0.0032,0.004,0.0014,0.0048,0.0032,0.0044,0.0017,0.0036,0.0022,0.0002,0.0005,0.0011,0.0018,0.0006,0.0024,0.0003,0.0215,0.0004,0.0003,0.003,0.0035,0.9223,approval,0.9223
152,David Tao,"愛, 很簡單",Taiwan,3OXHwY8gI2QUh0QliXBwrI,annoyance,0.0013,0.0079,0.1903,0.6387,0.0129,0.0028,0.0159,0.0215,0.0193,0.0855,0.1076,0.0225,0.0052,0.003,0.0028,0.0006,0.0005,0.0017,0.0009,0.0018,0.0544,0.0005,0.012,0.0006,0.0011,0.0032,0.0043,0.0767,annoyance,0.0767
153,菲菲公主,第57次取消发送,Taiwan,2xYrGeWUjwGvB0KMAfUFSd,sadness,0.0083,0.0013,0.0044,0.0169,0.0279,0.0244,0.0289,0.0638,0.0198,0.2131,0.0086,0.0032,0.0032,0.0052,0.0078,0.0005,0.0191,0.0064,0.0951,0.0307,0.0047,0.0006,0.0195,0.0031,0.024,0.7528,0.0052,0.0595,sadness,0.0595
154,Cheer Chen,太聰明,Taiwan,4DCB1S7G6SmH9qlDpEVIzP,neutral,0.0041,0.0007,0.0018,0.0069,0.0626,0.0016,0.0046,0.0043,0.0013,0.0032,0.005,0.0022,0.0005,0.001,0.001,0.0003,0.0003,0.0004,0.0026,0.0003,0.0044,0.0002,0.0137,0.0003,0.0003,0.0017,0.0006,0.9182,approval,0.9182
156,艾薇 Ivy,失重前幸福,Taiwan,3SJgTyb8a7z66suw0kBZ0T,neutral,0.0041,0.001,0.0019,0.0088,0.0831,0.0014,0.0069,0.0094,0.0019,0.0038,0.0041,0.0033,0.0007,0.0016,0.0015,0.0002,0.0003,0.0005,0.0035,0.0004,0.0042,0.0002,0.0184,0.0003,0.0003,0.0022,0.0014,0.8692,approval,0.8692
159,JENNIE,Mantra,Taiwan,1kUyOJb3fzUo8r0OCz5SQk,amusement,0.1517,0.472,0.0026,0.0118,0.1082,0.0074,0.0013,0.0015,0.0021,0.0023,0.0081,0.001,0.0009,0.008,0.0005,0.0011,0.0004,0.174,0.0319,0.0004,0.0093,0.0022,0.0109,0.0033,0.0004,0.0011,0.0013,0.2234,amusement,0.2234
160,Shi Shi,少一點天份,Taiwan,7lCLZlVt6g4ifoHXpXEHZm,neutral,0.0772,0.0012,0.0601,0.1152,0.0765,0.0418,0.0319,0.0681,0.0075,0.0351,0.0516,0.0057,0.0018,0.0061,0.0607,0.0009,0.0016,0.0039,0.0068,0.0163,0.0414,0.0016,0.0133,0.0021,0.0009,0.0245,0.0032,0.3628,annoyance,0.3628
162,陈村长,爱怎么了,Taiwan,0c9gjnRGBRke9VmLaZWmhM,sadness,0.0078,0.0042,0.0076,0.0127,0.0197,0.0244,0.0852,0.1452,0.0105,0.1433,0.0152,0.0033,0.0135,0.0037,0.0049,0.0031,0.0221,0.007,0.0521,0.0187,0.0073,0.0006,0.0236,0.0029,0.5691,0.7177,0.0051,0.0145,sadness,0.0145
164,Hearts2Hearts,STYLE,Taiwan,5EoV2HmAlkqN1XvsIjOBZZ,neutral,0.1693,0.0173,0.0021,0.0054,0.1162,0.0038,0.0372,0.3117,0.0056,0.003,0.0077,0.0015,0.0008,0.031,0.0012,0.0019,0.0006,0.0489,0.2226,0.0012,0.0057,0.0008,0.01,0.0014,0.0009,0.0022,0.0062,0.475,curiosity,0.475
166,Rene Liu,後來,Taiwan,2wzXhxWPX0aODraKNXoJYY,neutral,0.004,0.0009,0.0017,0.0064,0.0587,0.0014,0.0045,0.0045,0.0014,0.003,0.0037,0.002,0.0004,0.0012,0.0011,0.0003,0.0003,0.0005,0.0027,0.0003,0.0043,0.0002,0.013,0.0002,0.0003,0.0017,0.0007,0.9207,approval,0.9207
167,sodagreen,小情歌,Taiwan,4FhJ7YSRxATHnaRg4nGs6t,neutral,0.003,0.0008,0.0018,0.0081,0.0744,0.0016,0.0059,0.0058,0.0014,0.0031,0.0042,0.0023,0.0005,0.0011,0.0012,0.0002,0.0003,0.0005,0.0025,0.0003,0.0051,0.0002,0.0174,0.0003,0.0003,0.0016,0.0009,0.9112,approval,0.9112
170,WOODZ,Drowning,Taiwan,4xeugB5MqWh0jwvXZPxahq,sadness,0.0041,0.0028,0.0432,0.0436,0.0093,0.0189,0.0593,0.1795,0.0396,0.2582,0.0179,0.0133,0.008,0.0109,0.0424,0.0011,0.0323,0.0093,0.4718,0.054,0.0075,0.0007,0.021,0.0029,0.0291,0.7829,0.0374,0.0332,sadness,0.0332
172,JOLIN,倒帶,Taiwan,4XipvtwRgtUrGb2j2l0wNG,neutral,0.0039,0.0008,0.0019,0.0067,0.0562,0.0013,0.0045,0.0038,0.0012,0.0028,0.0039,0.0021,0.0004,0.001,0.001,0.0003,0.0003,0.0005,0.0025,0.0002,0.0037,0.0002,0.0126,0.0002,0.0003,0.0016,0.0007,0.9252,approval,0.9252
173,Eason Chan,淘汰,Taiwan,5sYtvIl1mx9QuIgwC6FDU1,neutral,0.0051,0.0007,0.0016,0.0059,0.0773,0.0014,0.0033,0.003,0.0012,0.0029,0.004,0.002,0.0004,0.0011,0.0009,0.0003,0.0002,0.0005,0.0032,0.0002,0.004,0.0002,0.0136,0.0003,0.0002,0.0015,0.0007,0.91,approval,0.91
178,Bad Bunny,DtMF,Taiwan,3sK8wGT43QFpWrvNQsrQya,love,0.03,0.018,0.0059,0.0091,0.0462,0.0093,0.0114,0.0135,0.2373,0.0091,0.0079,0.0028,0.0011,0.0224,0.0012,0.3092,0.0011,0.1047,0.796,0.0016,0.0381,0.002,0.0073,0.0024,0.0043,0.0057,0.0017,0.0268,love,0.0268
179,Sam Lee,最近,Taiwan,0ONg8VCxzW3CCNDxDY0DNe,confusion,0.0055,0.0013,0.0263,0.0487,0.0541,0.2094,0.4371,0.1826,0.0173,0.1091,0.144,0.0032,0.0047,0.0115,0.1052,0.0014,0.0107,0.0298,0.1245,0.2469,0.0241,0.0017,0.0284,0.0097,0.0226,0.1838,0.0056,0.0485,confusion,0.0485
180,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),Taiwan,54PbBpquVfhfrwRwvjSXbI,disappointment,0.0029,0.0016,0.0285,0.0502,0.009,0.0103,0.2432,0.234,0.0488,0.3082,0.0585,0.0191,0.0185,0.0108,0.1707,0.0006,0.01,0.0058,0.2547,0.1028,0.014,0.0007,0.0342,0.0024,0.0183,0.2394,0.0663,0.0426,disappointment,0.0426
181,LNGSHOT,Never Let Go,Taiwan,37xebnhvUyM8VyyDDeo65d,disapproval,0.0008,0.0009,0.0301,0.1525,0.0278,0.0096,0.0684,0.029,0.0144,0.0368,0.403,0.0045,0.0014,0.0023,0.0029,0.0004,0.0006,0.0017,0.0016,0.0026,0.0083,0.0004,0.0122,0.0009,0.0007,0.0087,0.0018,0.3418,disapproval,0.3418
182,F.I.R.,Lydia,Taiwan,4D4KVgVNxed4Hd3rGWlCo2,desire,0.2389,0.0041,0.0044,0.0128,0.0526,0.0095,0.0014,0.0033,0.7428,0.0098,0.0047,0.0051,0.0008,0.0185,0.001,0.0066,0.0011,0.0232,0.1982,0.0011,0.0315,0.0039,0.0071,0.0015,0.0022,0.0049,0.002,0.0261,desire,0.0261
183,Nicky Lee,想太多,Taiwan,7IiSESHLOtsoEXTlXa0bjJ,neutral,0.0037,0.0008,0.0018,0.0087,0.0586,0.0016,0.0058,0.0056,0.0015,0.0035,0.0037,0.0026,0.0006,0.0011,0.0014,0.0003,0.0003,0.0004,0.0019,0.0004,0.0044,0.0002,0.0166,0.0003,0.0003,0.0019,0.001,0.9132,approval,0.9132
184,颜人中,有些,Taiwan,4bDJJr7yG31MApWuvEasAo,amusement,0.0031,0.4025,0.042,0.1829,0.0296,0.004,0.0122,0.0247,0.0056,0.0606,0.0476,0.0086,0.0078,0.008,0.0026,0.0661,0.0013,0.1048,0.0046,0.0062,0.0099,0.001,0.0387,0.0046,0.0026,0.0335,0.0041,0.1038,amusement,0.1038
185,David Tao,普通朋友,Taiwan,7CTitzr4eVIDCPUJi5Dr4B,disapproval,0.0012,0.0009,0.0473,0.1457,0.0322,0.0114,0.003,0.0031,0.0157,0.0313,0.5637,0.005,0.0013,0.0013,0.0012,0.0005,0.0006,0.001,0.0027,0.0009,0.007,0.0004,0.0098,0.0006,0.0009,0.0074,0.0009,0.3416,disapproval,0.3416
187,aespa,Drama,Taiwan,5XWlyfo0kZ8LF7VSyfS4Ew,neutral,0.0043,0.0022,0.0046,0.0111,0.0878,0.0039,0.0038,0.0041,0.0059,0.0065,0.0024,0.0035,0.0019,0.0523,0.0259,0.0002,0.0014,0.0125,0.0683,0.0064,0.0069,0.0019,0.0269,0.0023,0.0005,0.0104,0.0171,0.6232,approval,0.6232
189,KATSEYE,Gabriela,Taiwan,1xOqGUkyxGQRdCvGpvWKmL,neutral,0.0014,0.0035,0.0019,0.0089,0.0154,0.0026,0.0112,0.0505,0.0053,0.0033,0.0032,0.002,0.0012,0.0138,0.0092,0.0001,0.0005,0.0026,0.0024,0.0026,0.0059,0.0003,0.0084,0.0005,0.0004,0.0021,0.0213,0.7987,curiosity,0.7987
190,Wu Bai,夢醒時分,Taiwan,51fGtLs5vdK2NOumVhMXru,neutral,0.0063,0.0007,0.0017,0.0051,0.0845,0.0012,0.0034,0.0034,0.0011,0.0023,0.0032,0.0017,0.0003,0.0014,0.0008,0.0003,0.0002,0.0006,0.0042,0.0002,0.0035,0.0002,0.0115,0.0002,0.0002,0.0012,0.0007,0.9047,approval,0.9047
192,BY2,我知道,Taiwan,7iXPSlDdL0EQwPFtUR8ye1,desire,0.0075,0.0034,0.0063,0.0109,0.0178,0.0468,0.0028,0.0046,0.6375,0.0777,0.0082,0.0088,0.0026,0.0047,0.0048,0.0049,0.0158,0.0136,0.3666,0.0078,0.0316,0.0017,0.0155,0.0038,0.0496,0.4622,0.0029,0.0361,desire,0.0361
193,XG,HYPNOTIZE,Taiwan,3fEX9NgOeklq816Fw00uoo,neutral,0.0079,0.0068,0.0021,0.0115,0.0666,0.0032,0.001,0.0023,0.0042,0.0022,0.001,0.0017,0.0007,0.0548,0.0014,0.0002,0.0004,0.0268,0.003,0.0009,0.0053,0.0016,0.008,0.0017,0.0002,0.0011,0.002,0.8272,approval,0.8272
194,ATEEZ,Adrenaline,Taiwan,2VKGO4DNyUK5UxCQB3b3DF,neutral,0.0052,0.0169,0.0066,0.0195,0.0527,0.0045,0.0027,0.0058,0.0046,0.0024,0.0031,0.0022,0.0011,0.2816,0.0082,0.0004,0.0005,0.0448,0.0012,0.005,0.0059,0.0022,0.0087,0.0027,0.0002,0.0014,0.0072,0.6338,excitement,0.6338
195,Eason Chan,十年,Taiwan,25pWemriUQVrZ3yIiS2IBf,neutral,0.0038,0.001,0.0027,0.0108,0.0592,0.0016,0.0104,0.0135,0.0014,0.0034,0.0046,0.0024,0.0006,0.001,0.001,0.0002,0.0003,0.0004,0.0021,0.0003,0.0054,0.0002,0.0151,0.0002,0.0003,0.0016,0.0012,0.8893,approval,0.8893
196,Eric Chou,想念你想我,Taiwan,1sl9O7VLwGwdw4iXqnkbDP,fear,0.0037,0.0013,0.0049,0.011,0.0256,0.0245,0.0081,0.0051,0.0098,0.0407,0.0081,0.0045,0.0026,0.0023,0.5293,0.0004,0.0062,0.0018,0.0079,0.0862,0.0199,0.0008,0.0262,0.0021,0.0034,0.1276,0.0034,0.3062,fear,0.3062
197,Eric Chou,摯友,Taiwan,5evE7bweEhX83fd1ZmwPjP,neutral,0.0044,0.0008,0.0017,0.0066,0.0647,0.0014,0.0046,0.004,0.0013,0.0028,0.0037,0.0021,0.0004,0.0011,0.001,0.0003,0.0003,0.0005,0.0027,0.0003,0.0041,0.0002,0.0139,0.0003,0.0003,0.0016,0.0007,0.9207,approval,0.9207
199,NewJeans,Ditto,Taiwan,3r8RuvgbX9s7ammBn07D3W,love,0.0036,0.002,0.0106,0.0182,0.0251,0.0161,0.0209,0.0451,0.1802,0.1897,0.036,0.0067,0.0036,0.0084,0.0084,0.0005,0.008,0.0092,0.6861,0.0149,0.0144,0.0006,0.0168,0.0023,0.025,0.3647,0.0071,0.0561,love,0.0561
1,Bruno Mars,Risk It All,USA,5y2ijHECwFYWqcAHKTZgzD,approval,0.034,0.002,0.0027,0.0132,0.5711,0.0283,0.0009,0.0034,0.1002,0.0024,0.0067,0.0014,0.0003,0.0335,0.0012,0.0007,0.0004,0.0078,0.0134,0.0006,0.0832,0.003,0.0084,0.0023,0.0004,0.0008,0.001,0.2708,approval,0.2708
2,"PinkPantheress, Zara Larsson",Stateside + Zara Larsson,USA,1DwscornXpj8fmOmYVlqZt,amusement,0.084,0.8475,0.0019,0.0056,0.0503,0.0048,0.0558,0.1303,0.0051,0.002,0.0039,0.0013,0.0012,0.0324,0.0014,0.0012,0.0006,0.1652,0.0114,0.0023,0.0265,0.0009,0.0131,0.0029,0.001,0.002,0.0054,0.0486,amusement,0.0486
3,Ella Langley,Choosin' Texas,USA,65DbTqJKhbwqYbZ1Okr0rc,neutral,0.0026,0.0015,0.0027,0.0236,0.0301,0.0031,0.0016,0.0008,0.0038,0.2056,0.0124,0.0034,0.0038,0.0009,0.0036,0.0004,0.0075,0.0032,0.0038,0.0055,0.0031,0.0008,0.0809,0.003,0.0055,0.4414,0.0017,0.5173,sadness,0.5173
4,Bruno Mars,I Just Might,USA,6f68Ac5tt5BQOpwr0BV9oN,curiosity,0.0027,0.0008,0.0327,0.0842,0.0209,0.0162,0.0771,0.3633,0.0395,0.1444,0.0679,0.0105,0.0028,0.0058,0.0229,0.0001,0.0031,0.002,0.0168,0.0132,0.0173,0.0003,0.0086,0.0008,0.0027,0.1006,0.0061,0.1354,curiosity,0.1354
5,Bad Bunny,DtMF,USA,3sK8wGT43QFpWrvNQsrQya,love,0.03,0.018,0.0059,0.0091,0.0462,0.0093,0.0114,0.0135,0.2373,0.0091,0.0079,0.0028,0.0011,0.0224,0.0012,0.3092,0.0011,0.1047,0.796,0.0016,0.0381,0.002,0.0073,0.0024,0.0043,0.0057,0.0017,0.0268,love,0.0268
7,Dominic Fike,Babydoll,USA,7yNf9YjeO5JXUE3JEBgnYc,sadness,0.0013,0.0016,0.0064,0.0396,0.0098,0.0155,0.0012,0.0019,0.0112,0.1768,0.0143,0.0056,0.0028,0.0017,0.0038,0.0005,0.0116,0.0037,0.0042,0.0086,0.0031,0.0005,0.0144,0.0021,0.007,0.7091,0.0019,0.2321,sadness,0.2321
8,Don Toliver,E85,USA,3B4cjvGlPvyBLNG3AzEgkZ,love,0.0074,0.0382,0.0048,0.0093,0.035,0.0177,0.0014,0.0011,0.0296,0.0087,0.0049,0.0027,0.0011,0.0082,0.0018,0.001,0.0013,0.0955,0.8998,0.0019,0.0422,0.0011,0.0093,0.0019,0.0026,0.0147,0.0015,0.0643,love,0.0643
9,Olivia Dean,So Easy (To Fall In Love),USA,6sGIMrtIzQjdzNndVxe397,love,0.0153,0.0024,0.002,0.0043,0.2143,0.0066,0.002,0.0013,0.0084,0.0035,0.0053,0.0012,0.0005,0.0082,0.0007,0.0008,0.0004,0.0303,0.8439,0.0006,0.0117,0.0009,0.0116,0.0015,0.001,0.0027,0.0012,0.0914,love,0.0914
10,Bad Bunny,BAILE INoLVIDABLE,USA,2lTm559tuIvatlT1u0JYG2,sadness,0.006,0.0013,0.0291,0.0681,0.0153,0.0072,0.0037,0.0031,0.0507,0.2945,0.0338,0.0216,0.0065,0.0036,0.0044,0.0005,0.0073,0.007,0.3679,0.0068,0.0041,0.001,0.0158,0.0017,0.0128,0.4268,0.003,0.0412,sadness,0.0412
11,Bad Bunny,Tití Me Preguntó,USA,1IHWl5LamUGEuP4ozKQSXZ,disapproval,0.0008,0.0063,0.1186,0.1334,0.0202,0.0225,0.0232,0.0075,0.0113,0.1007,0.3065,0.0103,0.0097,0.0041,0.0056,0.0009,0.0024,0.0091,0.0907,0.0064,0.0047,0.0006,0.0164,0.0016,0.0174,0.0898,0.0026,0.1307,disapproval,0.1307
12,Bad Bunny,NUEVAYoL,USA,5TFD2bmFKGhoCRbX61nXY5,approval,0.2444,0.0019,0.0013,0.0042,0.4054,0.0155,0.0238,0.1218,0.0034,0.0016,0.0049,0.0007,0.0003,0.0515,0.0031,0.0007,0.0004,0.0195,0.0081,0.002,0.0215,0.0023,0.0096,0.0035,0.0002,0.0011,0.0041,0.183,approval,0.183
13,Bruno Mars,Cha Cha Cha,USA,6QletrrmpkUpeJkipX9pgf,love,0.0159,0.1341,0.0051,0.0221,0.0527,0.0038,0.0242,0.0062,0.0042,0.0481,0.0171,0.0033,0.006,0.0234,0.0101,0.0002,0.0018,0.1649,0.3947,0.0208,0.0072,0.0018,0.036,0.0054,0.003,0.0246,0.0054,0.0565,love,0.0565
14,Djo,End of Beginning,USA,3qhlB30KknSejmIvZZLjOD,neutral,0.0009,0.0138,0.0013,0.0107,0.0815,0.0551,0.0772,0.0563,0.0031,0.0194,0.0108,0.0008,0.0017,0.0016,0.0056,0.0003,0.003,0.0143,0.0026,0.0176,0.0347,0.0004,0.0455,0.0056,0.0054,0.0572,0.0018,0.4524,approval,0.4524
15,Don Toliver,Body,USA,0FlcmZ13DGRmscCroro9GO,neutral,0.0054,0.0029,0.0071,0.0134,0.0384,0.0047,0.0027,0.0143,0.0865,0.0026,0.0028,0.0019,0.0004,0.0552,0.0009,0.0004,0.0003,0.0087,0.1455,0.0005,0.0081,0.0004,0.0023,0.0004,0.0004,0.001,0.0014,0.4513,love,0.4513
17,Alex Warren,FEVER DREAM,USA,7ogpGbKc4Io6NCU6ydxXwZ,sadness,0.0009,0.0034,0.0059,0.0337,0.0082,0.0062,0.0558,0.1024,0.024,0.2844,0.0069,0.0059,0.0077,0.0041,0.0321,0.0002,0.0116,0.0038,0.0082,0.0648,0.0113,0.0004,0.0424,0.0021,0.0107,0.519,0.0225,0.1661,sadness,0.1661
18,Alex Warren,Ordinary,USA,2RkZ5LkEzeHGRsmDqKwmaJ,neutral,0.0123,0.0008,0.003,0.0067,0.0374,0.0103,0.0033,0.0236,0.1939,0.0057,0.0016,0.0017,0.0005,0.044,0.0023,0.0002,0.0008,0.0087,0.2003,0.0015,0.0165,0.0009,0.0045,0.001,0.0007,0.0042,0.0053,0.4195,love,0.4195
19,Bad Bunny,EoO,USA,6J5kc12BW5HuP3d7C3vvx8,neutral,0.0029,0.0125,0.009,0.051,0.0447,0.0038,0.0007,0.0006,0.0043,0.0052,0.0067,0.0034,0.0011,0.0044,0.0008,0.0003,0.0004,0.014,0.0193,0.0004,0.0031,0.001,0.0087,0.0011,0.0004,0.002,0.0006,0.8465,annoyance,0.8465
20,Bella Kay,iloveitiloveitiloveit,USA,5IMpnpD0tQVcqWlVIgtAtV,love,0.0347,0.0071,0.011,0.0155,0.1268,0.0097,0.162,0.0958,0.0117,0.0169,0.0488,0.0052,0.0028,0.0103,0.0061,0.0014,0.0012,0.0247,0.9471,0.0059,0.024,0.0007,0.0251,0.0013,0.0044,0.0082,0.0078,0.0158,love,0.0158
21,The Killers,Mr. Brightside,USA,003vvx7Niy0yvhvHt4a68B,sadness,0.0008,0.0017,0.0115,0.0594,0.0088,0.0036,0.0099,0.0138,0.0111,0.1625,0.007,0.0118,0.0057,0.0025,0.0219,0.0002,0.0092,0.0035,0.0024,0.0274,0.0024,0.0005,0.02,0.0015,0.0029,0.497,0.0049,0.3148,sadness,0.3148
23,sombr,back to friends,USA,7qjZnBKE73H4Oxkopwulqe,fear,0.003,0.003,0.0072,0.0186,0.0116,0.0169,0.0858,0.1002,0.0091,0.0252,0.0066,0.0081,0.0068,0.0062,0.7221,0.0004,0.0062,0.0034,0.0077,0.1899,0.0075,0.0006,0.0245,0.0022,0.0031,0.0687,0.0136,0.1888,fear,0.1888
25,Taylor Swift,The Fate of Ophelia,USA,53iuhJlwXhSER5J2IYYv1W,neutral,0.0034,0.0007,0.0168,0.0394,0.0365,0.0693,0.0005,0.0003,0.0129,0.0145,0.0056,0.0041,0.001,0.0012,0.0038,0.0008,0.0025,0.005,0.0089,0.0019,0.0094,0.0018,0.0106,0.0029,0.0018,0.0342,0.0004,0.7544,caring,0.7544
